VarName	Date	Run number	env_humidity	env_temp	tf_temp1	tf_temp2	tf_temp3	cylinder1_temp	cylinder2_temp	speed	ir_phase_angle	Pressure	active_power_p1	active_power_p2	active_power_p3	total_active_power	Humidity	Weight after drying	Drying time	CA_absorbed	Burnt	Shrinkage	1/speed	set_cylinder1_temp	set_cylinder2_temp
22156	22/10/2019 15:44:48	1	41.8	25.93	46.31	75.08	91.67	172.2	174.8	2.2	17875	2.0	304.95	6335.75	3203.31	9844.01	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22157	22/10/2019 15:44:53	1	41.8	25.93	46.88	78.6	102.53	172.2	174.5	2.2	17875	2.0	290.49	6346.27	3205.94	9842.7	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22158	22/10/2019 15:44:58	1	41.9	25.93	47.49	76.92	97.44	172.9	174.2	2.2	17875	2.0	308.89	6348.9	3213.83	9871.619999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22159	22/10/2019 15:45:03	1	41.9	25.93	49.14	70.88	93.2	172.9	174.2	2.2	17875	2.0	291.8	6347.58	3199.37	9838.75	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22160	22/10/2019 15:45:09	1	41.7	25.93	50.42	68.88	90.18	173.8	173.8	2.2	17875	2.0	297.06	6339.69	3203.31	9840.06	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22161	22/10/2019 15:45:14	1	41.8	25.93	51.67	67.83	91.47	174.7	173.8	2.2	17875	2.0	312.83	6352.84	3198.05	9863.720000000001	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22162	22/10/2019 15:45:19	1	41.8	25.93	52.63	67.24	94.19	174.7	173.5	2.2	17875	2.0	304.95	6347.58	3250.63	9903.16	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22163	22/10/2019 15:45:24	1	41.8	25.93	53.39	65.89	93.67	175.3	173.5	2.2	17875	2.0	315.46	6348.9	3246.69	9911.05	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22164	22/10/2019 15:45:29	1	41.8	25.93	54.23	65.25	95.74	175.3	173.1	2.2	17875	2.0	318.09	6352.84	3242.75	9913.68	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22165	22/10/2019 15:45:34	1	41.8	25.93	54.74	65.12	99.19	176.3	173.1	2.2	17875	2.0	314.15	3451.85	4739.91	8505.91	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22166	22/10/2019 15:45:39	1	41.7	26.0	55.52	64.41	102.93	176.3	172.6	2.2	17875	2.0	299.69	3462.36	4742.53	8504.58	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22167	22/10/2019 15:45:44	1	41.7	26.0	56.41	64.88	107.92	177.2	172.5	2.2	17875	2.0	323.35	3454.47	4735.96	8513.779999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22168	22/10/2019 15:45:49	1	41.8	26.0	56.89	65.74	111.61	177.2	172.5	2.2	17875	2.0	299.69	3434.76	4734.65	8469.1	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22169	22/10/2019 15:45:54	1	41.7	26.0	57.64	64.6	113.71	177.7	172.1	2.2	17875	2.0	302.32	3447.9	4732.02	8482.240000000002	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22170	22/10/2019 15:45:59	1	41.6	26.0	58.0	64.11	117.11	178.4	172.1	2.2	17875	2.0	327.29	3437.39	4734.65	8499.33	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22171	22/10/2019 15:46:04	1	41.8	26.06	58.71	64.44	120.67	178.4	172.0	2.2	17875	2.0	299.69	3438.7	4738.59	8476.98	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22172	22/10/2019 15:46:09	1	41.7	26.06	58.95	64.76	124.13	178.5	172.0	2.2	17875	2.0	301.0	3432.13	4729.39	8462.52	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22173	22/10/2019 15:46:14	1	41.8	26.06	59.44	64.39	125.98	178.5	172.2	2.2	17875	2.0	310.21	3442.64	4726.76	8479.61	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22174	22/10/2019 15:46:19	1	41.7	26.06	60.01	63.92	128.14	178.5	172.2	2.2	17875	2.0	310.21	3457.1	4724.13	8491.44	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22175	22/10/2019 15:46:24	1	41.7	26.06	60.46	64.76	129.91	178.5	172.5	2.2	17875	2.0	290.49	3447.9	4728.08	8466.470000000001	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22176	22/10/2019 15:46:29	1	41.9	26.0	60.81	64.49	131.46	178.6	173.3	2.2	17875	2.0	306.26	3451.85	4725.45	8483.56	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22177	22/10/2019 15:46:34	1	41.6	26.0	61.12	64.07	133.07	178.6	173.3	2.2	17875	2.0	304.95	3443.96	4737.28	8486.189999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22178	22/10/2019 15:46:39	1	41.8	26.0	61.71	64.6	134.71	178.4	174.0	2.2	17875	2.0	299.69	3446.59	4718.87	8465.15	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22179	22/10/2019 15:46:44	1	41.7	26.0	62.24	64.07	135.64	178.3	174.0	2.2	17875	2.0	318.09	3441.33	4716.25	8475.67	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22180	22/10/2019 15:46:49	1	41.6	26.0	62.71	64.1	136.42	178.3	175.1	2.2	17875	2.0	311.52	3442.64	4732.02	8486.18	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22181	22/10/2019 15:46:55	1	41.7	26.0	63.29	64.37	136.82	178.1	175.1	2.2	17875	2.0	319.41	3455.79	4734.65	8509.849999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22182	22/10/2019 15:47:00	1	41.7	26.0	63.56	64.44	137.67	178.1	176.1	2.2	17875	2.0	325.98	3443.96	3251.95	7021.889999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22183	22/10/2019 15:47:05	1	41.7	26.0	64.23	65.07	138.59	177.9	176.1	2.2	17875	2.0	324.66	3447.9	3253.26	7025.82	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22184	22/10/2019 15:47:10	1	41.9	26.0	64.6	65.04	139.5	177.9	177.1	2.2	17875	2.0	329.92	3446.59	3250.63	7027.14	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22185	22/10/2019 15:47:15	1	41.9	26.0	64.87	64.9	139.79	177.7	178.1	2.2	17875	2.0	328.61	3441.33	3248.0	7017.9400000000005	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22186	22/10/2019 15:47:20	1	41.8	26.0	65.0	64.21	139.99	177.7	178.1	2.2	17875	2.0	320.72	3454.47	3245.37	7020.5599999999995	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22187	22/10/2019 15:47:25	1	41.9	26.0	65.42	64.46	140.21	177.3	178.9	2.2	17875	2.0	337.81	3462.36	3253.26	7053.43	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22188	22/10/2019 15:47:30	1	41.8	26.0	66.04	65.14	141.17	177.0	178.9	2.2	17875	2.0	322.04	3464.99	3246.69	7033.719999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22189	22/10/2019 15:47:35	1	41.9	26.06	66.32	64.72	141.83	177.0	179.3	2.2	17875	2.0	323.35	3462.36	3248.0	7033.71	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22190	22/10/2019 15:47:40	1	41.9	26.06	66.37	64.65	141.52	176.8	179.3	2.2	17875	2.0	320.72	3445.27	3244.06	7010.049999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22191	22/10/2019 15:47:45	1	42.0	26.06	66.84	64.76	141.32	176.8	179.7	2.2	17875	2.0	325.98	3455.79	3244.06	7025.83	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22192	22/10/2019 15:47:50	1	42.0	26.06	67.1	65.04	141.94	176.6	179.6	2.2	17875	2.0	327.29	3458.42	3262.46	7048.17	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22193	22/10/2019 15:47:55	1	41.9	26.06	67.21	65.39	142.78	176.6	179.6	2.2	17875	2.0	324.66	3450.53	3266.41	7041.6	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22194	22/10/2019 15:48:00	1	41.9	26.0	67.35	65.05	142.71	176.4	179.8	2.2	17875	2.0	335.18	3451.85	3255.89	7042.92	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22195	22/10/2019 15:48:05	1	42.0	26.0	67.67	64.79	142.25	175.9	179.8	2.2	17875	2.0	331.24	3451.85	3259.83	7042.92	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22196	22/10/2019 15:48:10	1	41.9	26.0	67.85	64.85	141.72	175.9	179.6	2.2	17875	2.0	328.61	3443.96	3262.46	7035.030000000001	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22197	22/10/2019 15:48:15	1	41.9	26.06	68.35	64.99	141.25	175.9	179.6	2.2	17875	2.0	320.72	3446.59	3251.95	7019.26	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22198	22/10/2019 15:48:20	1	41.9	26.06	68.42	64.88	142.22	175.9	179.6	2.2	17875	2.0	341.75	3457.1	3258.52	7057.37	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22199	22/10/2019 15:48:25	1	42.0	26.06	68.82	64.85	142.89	175.4	179.6	2.2	17875	2.0	337.81	3454.47	3259.83	7052.11	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22200	22/10/2019 15:48:30	1	42.0	26.06	69.0	64.18	143.1	175.4	179.3	2.2	17875	2.0	322.04	3451.85	3272.98	7046.87	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22201	22/10/2019 15:48:35	1	41.9	26.06	69.21	63.83	142.75	175.3	179.3	2.2	17875	2.0	335.18	3457.1	3266.41	7058.69	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22202	22/10/2019 15:48:40	1	42.0	26.06	69.51	63.25	142.2	175.3	179.3	2.2	17875	2.0	339.12	3447.9	3254.58	7041.6	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22203	22/10/2019 15:48:46	1	42.1	26.06	69.74	62.81	142.34	175.0	179.1	2.2	17875	2.0	324.66	3458.42	3270.35	7053.43	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22204	22/10/2019 15:48:51	1	42.0	26.06	70.1	62.67	143.22	174.8	179.1	2.2	17875	2.0	331.24	3449.22	3265.09	7045.55	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22205	22/10/2019 15:48:56	1	41.9	26.06	70.4	62.38	142.91	174.8	178.7	2.2	17875	2.0	323.35	3462.36	3282.18	7067.889999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22206	22/10/2019 15:49:01	1	41.9	26.06	70.73	61.87	142.11	174.5	178.7	2.2	17875	2.0	311.52	3454.47	3272.98	7038.969999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22207	22/10/2019 15:49:06	1	41.9	26.06	71.06	61.64	141.76	174.5	178.3	2.2	17875	2.0	314.15	3474.19	3272.98	7061.32	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22208	22/10/2019 15:49:11	1	42.0	26.0	71.96	61.92	142.01	174.2	178.3	2.2	17875	2.0	322.04	3447.9	3274.29	7044.23	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22209	22/10/2019 15:49:16	1	42.0	26.0	72.57	61.57	143.18	174.2	178.2	2.2	17875	2.0	324.66	3468.93	3292.7	7086.289999999999	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22210	22/10/2019 15:49:21	1	41.9	26.0	72.75	61.32	143.26	173.8	177.8	2.2	17875	2.0	337.81	3462.36	3282.18	7082.35	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22211	22/10/2019 15:49:26	1	42.0	26.0	73.22	60.83	142.91	173.8	177.8	2.2	17875	2.0	341.75	3468.93	3275.61	7086.29	0.16	16.82	0.0	0.7593052595	0.0	-69.0	0.45454545454545453	175	175
22383	22/10/2019 16:03:54	2	41.9	26.25	44.75	68.42	116.83	173.7	174.8	4.0	17875	2.0	686.14	3462.36	3278.24	7426.74	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22384	22/10/2019 16:03:59	2	41.8	26.25	46.1	64.9	106.68	173.7	174.8	4.0	17875	2.0	595.44	3471.56	3232.23	7299.23	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22385	22/10/2019 16:04:04	2	41.9	26.25	48.58	62.85	101.28	173.1	174.4	4.0	17875	2.0	495.54	3467.62	3250.63	7213.79	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22386	22/10/2019 16:04:09	2	41.9	26.25	50.08	60.76	97.37	173.1	173.8	4.0	17875	2.0	369.36	6415.93	3219.09	10004.380000000001	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22387	22/10/2019 16:04:14	2	42.0	26.25	51.28	59.07	95.92	172.5	173.8	4.0	17875	2.0	314.15	6425.13	3211.2	9950.48	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22388	22/10/2019 16:04:19	2	41.9	26.25	52.42	57.4	95.21	171.8	173.1	4.0	17875	2.0	337.81	6394.9	3220.4	9953.11	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22389	22/10/2019 16:04:24	2	41.9	26.25	53.82	56.09	89.71	171.8	173.1	4.0	17875	2.0	320.72	6405.42	4734.65	11460.79	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22390	22/10/2019 16:04:29	2	42.0	26.25	55.04	55.17	85.74	171.1	172.6	4.0	17875	2.0	336.49	6405.42	4713.62	11455.529999999999	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22391	22/10/2019 16:04:34	2	41.9	26.25	56.81	54.3	83.21	171.1	172.6	4.0	17875	2.0	335.18	6402.79	4721.5	11459.470000000001	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22392	22/10/2019 16:04:39	2	42.0	26.25	58.02	53.64	80.75	170.7	172.2	4.0	17875	2.0	341.75	6400.16	4717.56	11459.470000000001	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22393	22/10/2019 16:04:44	2	42.0	26.18	58.81	53.0	79.28	170.7	172.2	4.0	17875	2.0	357.53	6389.64	4732.02	11479.19	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22394	22/10/2019 16:04:49	2	41.9	26.18	59.35	52.82	78.07	170.6	171.6	4.0	17875	2.0	349.64	6405.42	4720.19	11475.25	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22395	22/10/2019 16:04:54	2	42.0	26.18	60.15	52.6	76.3	170.6	171.3	4.0	17875	2.0	324.66	6385.7	4713.62	11423.98	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22396	22/10/2019 16:04:59	2	42.0	26.18	60.8	52.42	75.17	170.3	171.3	4.0	17875	2.0	323.35	6393.59	4708.36	11425.3	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22397	22/10/2019 16:05:04	2	42.0	26.18	61.33	52.14	76.02	170.4	171.3	4.0	17875	2.0	310.21	6380.44	4717.56	11408.21	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22398	22/10/2019 16:05:09	2	41.9	26.18	61.91	52.01	75.39	170.4	171.3	4.0	17875	2.0	302.32	6359.41	4710.99	11372.72	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22399	22/10/2019 16:05:15	2	41.9	26.18	62.47	52.13	74.04	170.6	171.6	4.0	17875	2.0	311.52	6385.7	4721.5	11418.72	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22400	22/10/2019 16:05:20	2	41.9	26.18	63.6	52.69	73.05	170.6	171.6	4.0	17875	2.0	316.78	6385.7	4722.82	11425.3	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22401	22/10/2019 16:05:25	2	42.0	26.18	64.43	52.98	73.05	171.1	172.0	4.0	17875	2.0	319.41	6377.81	4726.76	11423.98	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22402	22/10/2019 16:05:30	2	41.9	26.18	65.07	53.0	71.6	171.1	172.7	4.0	17875	2.0	314.15	6388.33	4713.62	11416.099999999999	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22403	22/10/2019 16:05:35	2	41.9	26.18	65.62	53.14	71.36	171.6	172.7	4.0	17875	2.0	320.72	6393.59	4709.67	11423.98	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22404	22/10/2019 16:05:40	2	42.0	26.18	66.28	53.39	72.16	172.2	173.5	4.0	17875	2.0	302.32	6383.07	4691.27	11376.66	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22405	22/10/2019 16:05:45	2	41.9	26.18	66.64	53.61	73.78	172.2	173.5	4.0	17875	2.0	325.98	6380.44	4701.79	11408.21	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22406	22/10/2019 16:05:50	2	41.9	26.18	64.88	53.39	73.07	173.0	174.4	4.0	17875	2.0	315.46	6367.3	4730.7	11413.46	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22407	22/10/2019 16:05:55	2	42.0	26.18	64.32	54.03	75.35	173.0	174.4	4.0	17875	2.0	318.09	6358.1	4705.73	11381.92	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22408	22/10/2019 16:06:00	2	41.8	26.18	64.2	54.09	73.48	173.6	175.3	4.0	17875	2.0	333.87	6385.7	4705.73	11425.3	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22409	22/10/2019 16:06:05	2	41.9	26.18	64.63	54.14	72.6	173.6	175.3	4.0	17875	2.0	329.92	6393.59	4708.36	11431.869999999999	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22410	22/10/2019 16:06:10	2	42.0	26.18	64.75	54.18	70.81	174.4	176.3	4.0	17875	2.0	315.46	6401.47	3213.83	9930.76	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22411	22/10/2019 16:06:15	2	42.0	26.18	63.16	53.98	71.18	174.4	177.2	4.0	17875	2.0	299.69	6379.13	3220.4	9899.22	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22412	22/10/2019 16:06:20	2	42.0	26.18	61.74	54.14	72.18	175.1	177.2	4.0	17875	2.0	325.98	6388.33	3266.41	9980.72	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22413	22/10/2019 16:06:25	2	41.9	26.18	61.83	54.32	72.46	175.7	178.2	4.0	17875	2.0	320.72	6390.96	3282.18	9993.86	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22414	22/10/2019 16:06:30	2	41.9	26.18	62.92	54.21	70.33	175.7	178.2	4.0	17875	2.0	315.46	3480.76	3283.49	7079.71	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22415	22/10/2019 16:06:35	2	42.0	26.12	63.78	54.46	72.52	176.7	178.6	4.0	17875	2.0	328.61	3474.19	3267.72	7070.52	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22416	22/10/2019 16:06:40	2	42.0	26.12	64.23	54.6	73.45	176.7	178.6	4.0	17875	2.0	310.21	3483.39	3266.41	7060.01	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22417	22/10/2019 16:06:45	2	41.9	26.12	64.78	54.46	73.14	177.2	178.8	4.0	17875	2.0	314.15	3488.65	3275.61	7078.41	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22418	22/10/2019 16:06:50	2	42.0	26.12	65.37	54.6	69.78	177.2	178.8	4.0	17875	2.0	319.41	3491.28	3276.92	7087.610000000001	1.62	19.2	3.4	3.13930526	0.0	-14.0	0.25	175	175
22614	22/10/2019 16:23:19	3	41.1	25.62	49.84	63.07	95.11	175.1	171.7	4.0	20625	2.0	1445.89	4387.73	4600.57	10434.189999999999	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22615	22/10/2019 16:23:24	3	41.0	25.62	50.96	64.6	92.7	174.6	171.8	4.0	20625	2.0	1447.21	4386.42	4601.89	10435.52	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22616	22/10/2019 16:23:29	3	41.1	25.62	52.03	63.44	92.14	174.6	171.8	4.0	20625	2.0	1441.95	4394.31	4600.57	10436.83	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22617	22/10/2019 16:23:35	3	41.0	25.62	53.5	61.78	91.45	174.0	172.2	4.0	20625	2.0	1411.72	4421.91	4597.95	10431.58	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22618	22/10/2019 16:23:40	3	41.1	25.62	55.33	60.92	92.4	174.0	172.2	4.0	20625	2.0	1460.35	4411.39	4595.32	10467.06	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22619	22/10/2019 16:23:45	3	41.1	25.62	56.47	59.95	92.82	173.5	172.7	4.0	20625	2.0	1413.03	4391.68	4591.37	10396.08	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22620	22/10/2019 16:23:50	3	41.1	25.62	57.8	58.67	94.63	173.5	172.7	4.0	20625	2.0	1448.52	4390.36	4557.2	10396.079999999998	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22621	22/10/2019 16:23:55	3	41.2	25.62	58.53	57.1	92.93	173.1	173.3	4.0	20625	2.0	1407.77	4399.56	4570.34	10377.67	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22622	22/10/2019 16:24:00	3	41.1	25.62	59.92	56.25	93.14	173.1	173.8	4.0	20625	2.0	1392.0	7342.62	4559.83	13294.449999999999	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22623	22/10/2019 16:24:05	3	41.1	25.62	61.32	55.78	93.43	172.5	173.8	4.0	20625	2.0	1428.8	7345.25	4575.6	13349.65	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22624	22/10/2019 16:24:10	3	41.2	25.62	62.59	55.33	92.54	171.8	174.8	4.0	20625	2.0	1420.92	7334.73	4586.11	13341.759999999998	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22625	22/10/2019 16:24:15	3	41.1	25.62	63.83	55.17	92.78	171.8	174.8	4.0	20625	2.0	1424.86	7357.08	4559.83	13341.77	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22626	22/10/2019 16:24:20	3	41.2	25.62	64.63	54.81	93.03	171.5	175.7	4.0	20625	2.0	1431.43	7329.48	4549.31	13310.220000000001	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22627	22/10/2019 16:24:25	3	41.1	25.62	65.62	54.44	93.32	171.5	175.7	4.0	20625	2.0	1440.63	7304.5	3073.18	11818.310000000001	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22628	22/10/2019 16:24:30	3	41.1	25.62	66.84	54.09	93.78	171.2	176.6	4.0	20625	2.0	1431.43	7288.73	3071.87	11792.029999999999	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22629	22/10/2019 16:24:35	3	41.1	25.62	67.07	53.72	92.95	171.2	176.6	4.0	20625	2.0	1445.89	7329.48	3069.24	11844.609999999999	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22630	22/10/2019 16:24:40	3	41.0	25.62	67.5	56.69	89.64	170.7	177.6	4.0	20625	2.0	1438.0	7321.59	3062.67	11822.26	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22631	22/10/2019 16:24:45	3	41.1	25.62	67.6	60.22	85.32	170.7	178.1	4.0	20625	2.0	1397.26	7291.36	3066.61	11755.23	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22632	22/10/2019 16:24:50	3	41.2	25.62	68.04	64.0	89.99	170.9	178.1	4.0	20625	2.0	1405.14	7308.44	3071.87	11785.45	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22633	22/10/2019 16:24:55	3	41.0	25.62	69.04	61.91	86.32	170.9	178.7	4.0	20625	2.0	1401.2	7311.07	3071.87	11784.14	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22634	22/10/2019 16:25:00	3	41.0	25.56	69.54	62.8	83.57	170.9	178.7	4.0	20625	2.0	1399.89	7300.56	3079.75	11780.2	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22635	22/10/2019 16:25:05	3	41.1	25.62	69.59	63.64	90.23	171.5	178.8	4.0	20625	2.0	1395.94	7321.59	3078.44	11795.970000000001	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22636	22/10/2019 16:25:10	3	41.1	25.62	70.28	61.35	91.07	171.5	178.8	4.0	20625	2.0	1389.37	7324.22	3073.18	11786.77	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22637	22/10/2019 16:25:15	3	41.1	25.62	71.41	59.46	92.1	171.9	178.9	4.0	20625	2.0	1407.77	7307.13	3077.13	11792.029999999999	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22638	22/10/2019 16:25:20	3	41.1	25.62	72.09	61.71	92.91	171.9	178.9	4.0	20625	2.0	1406.46	7312.39	3078.44	11797.29	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22639	22/10/2019 16:25:26	3	41.0	25.62	72.88	68.42	90.72	172.5	178.9	4.0	20625	2.0	1413.03	7315.02	3070.55	11798.600000000002	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22640	22/10/2019 16:25:31	3	41.2	25.62	73.4	71.18	89.6	173.2	178.6	4.0	20625	2.0	1402.51	7320.27	3074.5	11797.28	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
22641	22/10/2019 16:25:36	3	41.3	25.62	73.6	75.25	88.88	173.2	178.6	4.0	20625	2.0	1395.94	7305.82	3087.64	11789.4	0.78	16.92	1.6	0.8593052595	0.0	-20.8	0.25	175	175
