	Run number	id	datetime	env_humidity	env_temp	tf_temp1	tf_temp2	tf_temp3	cylinder1_temp	cylinder2_temp	ir_phase_angle	speed	IR %	Temp cyl1	Temp cyl2	Pressure	active_power_p1	active_power_p2	active_power_p3	total_active_power	Humidity	Weight after drying	Drying time	CA_absorbed	Burnt	Shrinkage
213	1	22135	2019-10-22 15:43:02	41.8	25.93	35.57	73.92	108.12	1730	1795	17875	2.2	65	173.0	179.5	2.0	304.95	-6259.41	3175.71	-2778.75	0.16	16.82	0.0	0.7593052595	0.0	-69.0
214	1	22136	2019-10-22 15:43:07	41.8	25.93	37.35	71.08	100.39	1730	1795	17875	2.2	65	173.0	179.5	2.0	290.49	-6251.52	3174.39	-2786.64	0.16	16.82	0.0	0.7593052595	0.0	-69.0
215	1	22137	2019-10-22 15:43:13	41.8	25.93	39.65	68.53	95.46	1722	1788	17875	2.2	65	172.2	178.8	2.0	308.89	-6235.75	3170.45	-2749.83	0.16	16.82	0.0	0.7593052595	0.0	-69.0
216	1	22138	2019-10-22 15:43:18	41.8	25.93	42.28	67.0	93.16	1722	1788	17875	2.2	65	172.2	178.8	2.0	291.8	-6242.32	3174.39	-2780.08	0.16	16.82	0.0	0.7593052595	0.0	-69.0
217	1	22139	2019-10-22 15:43:23	41.8	26.0	43.92	66.21	91.67	1719	1787	17875	2.2	65	171.9	178.7	2.0	297.06	-6238.38	3186.22	-2755.1	0.16	16.82	0.0	0.7593052595	0.0	-69.0
218	1	22140	2019-10-22 15:43:28	41.9	26.0	45.25	65.53	90.67	1714	1780	17875	2.2	65	171.4	178.0	2.0	312.83	-6233.12	3177.02	-2752.47	0.16	16.82	0.0	0.7593052595	0.0	-69.0
219	1	22141	2019-10-22 15:43:33	41.8	26.0	46.31	65.69	89.72	1714	1780	17875	2.2	65	171.4	178.0	2.0	304.95	-6242.32	3183.6	-2753.77	0.16	16.82	0.0	0.7593052595	0.0	-69.0
220	1	22142	2019-10-22 15:43:38	41.8	26.0	46.88	66.54	88.46	1712	1777	17875	2.2	65	171.2	177.7	2.0	315.46	-6243.64	3195.43	-2744.58	0.16	16.82	0.0	0.7593052595	0.0	-69.0
221	1	22143	2019-10-22 15:43:43	41.9	26.0	47.49	70.13	90.14	1712	1777	17875	2.2	65	171.2	177.7	2.0	318.09	-6254.15	3195.43	-2740.63	0.16	16.82	0.0	0.7593052595	0.0	-69.0
222	1	22144	2019-10-22 15:43:48	41.8	26.06	49.14	68.15	92.63	1709	1772	17875	2.2	65	170.9	177.2	2.0	314.15	-6263.35	3188.85	-2760.35	0.16	16.82	0.0	0.7593052595	0.0	-69.0
223	1	22145	2019-10-22 15:43:53	41.8	26.06	50.42	66.51	91.45	1709	1772	17875	2.2	65	170.9	177.2	2.0	299.69	-6244.95	3188.85	-2756.41	0.16	16.82	0.0	0.7593052595	0.0	-69.0
224	1	22146	2019-10-22 15:43:58	41.8	26.06	51.67	66.03	91.6	1711	1767	17875	2.2	65	171.1	176.7	2.0	323.35	-6255.47	3192.8	-2739.32	0.16	16.82	0.0	0.7593052595	0.0	-69.0
225	1	22147	2019-10-22 15:44:03	41.9	26.06	52.63	65.33	90.88	1711	1767	17875	2.2	65	171.1	176.7	2.0	299.69	-6238.38	3198.05	-2740.64	0.16	16.82	0.0	0.7593052595	0.0	-69.0
226	1	22148	2019-10-22 15:44:08	41.7	26.06	53.39	67.32	89.43	1712	1762	17875	2.2	65	171.2	176.2	2.0	302.32	-6250.21	3186.22	-2761.67	0.16	16.82	0.0	0.7593052595	0.0	-69.0
227	1	22149	2019-10-22 15:44:13	41.8	26.0	54.23	75.08	90.22	1716	1758	17875	2.2	65	171.6	175.8	2.0	327.29	-6248.9	3195.43	-2726.18	0.16	16.82	0.0	0.7593052595	0.0	-69.0
228	1	22150	2019-10-22 15:44:18	41.9	26.0	54.74	78.6	89.97	1716	1758	17875	2.2	65	171.6	175.8	2.0	299.69	-6243.64	3196.74	-2747.21	0.16	16.82	0.0	0.7593052595	0.0	-69.0
229	1	22151	2019-10-22 15:44:23	41.8	26.0	55.52	76.92	91.59	1722	1753	17875	2.2	65	172.2	175.3	2.0	301.0	-6235.75	3202.0	-2719.6	0.16	16.82	0.0	0.7593052595	0.0	-69.0
230	1	22152	2019-10-22 15:44:28	41.8	26.0	56.41	70.88	90.5	1722	1753	17875	2.2	65	172.2	175.3	2.0	310.21	-6246.27	3205.94	-2730.12	0.16	16.82	0.0	0.7593052595	0.0	-69.0
231	1	22153	2019-10-22 15:44:33	41.8	26.0	56.89	68.88	89.25	1729	1748	17875	2.2	65	172.9	174.8	2.0	310.21	-6248.9	3196.74	-2751.16	0.16	16.82	0.0	0.7593052595	0.0	-69.0
232	1	22154	2019-10-22 15:44:38	41.7	26.0	57.64	67.83	89.95	1729	1748	17875	2.2	65	172.9	174.8	2.0	290.49	-6247.58	3203.31	-2753.78	0.16	16.82	0.0	0.7593052595	0.0	-69.0
233	1	22155	2019-10-22 15:44:43	41.8	26.0	58.0	67.24	86.65	1738	1745	17875	2.2	65	173.8	174.5	2.0	306.26	-6239.69	3205.94	-2727.49	0.16	16.82	0.0	0.7593052595	0.0	-69.0
234	1	22156	2019-10-22 15:44:48	41.8	26.0	58.71	65.89	91.67	1747	1742	17875	2.2	65	174.7	174.2	2.0	304.95	-6252.84	3213.83	-2734.06	0.16	16.82	0.0	0.7593052595	0.0	-69.0
235	1	22157	2019-10-22 15:44:53	41.8	26.0	58.95	65.25	102.53	1747	1742	17875	2.2	65	174.7	174.2	2.0	299.69	-6247.58	3199.37	-2748.52	0.16	16.82	0.0	0.7593052595	0.0	-69.0
236	1	22158	2019-10-22 15:44:58	41.9	26.0	59.44	65.12	97.44	1753	1738	17875	2.2	65	175.3	173.8	2.0	318.09	-6248.9	3203.31	-2727.5	0.16	16.82	0.0	0.7593052595	0.0	-69.0
237	1	22159	2019-10-22 15:45:03	41.9	26.0	60.01	64.41	93.2	1753	1738	17875	2.2	65	175.3	173.8	2.0	311.52	-6252.84	3198.05	-2743.27	0.16	16.82	0.0	0.7593052595	0.0	-69.0
238	1	22160	2019-10-22 15:45:09	41.7	26.0	60.46	64.88	90.18	1763	1735	17875	2.2	65	176.3	173.5	2.0	319.41	-3351.85	3250.63	218.19	0.16	16.82	0.0	0.7593052595	0.0	-69.0
239	1	22161	2019-10-22 15:45:14	41.8	26.0	60.81	65.74	91.47	1763	1735	17875	2.2	65	176.3	173.5	2.0	325.98	-3362.36	3246.69	226.08	0.16	16.82	0.0	0.7593052595	0.0	-69.0
240	1	22162	2019-10-22 15:45:19	41.8	26.06	61.12	64.6	94.19	1772	1731	17875	2.2	65	177.2	173.1	2.0	324.66	-3354.47	3242.75	212.94	0.16	16.82	0.0	0.7593052595	0.0	-69.0
241	1	22163	2019-10-22 15:45:24	41.8	26.06	61.71	64.11	93.67	1772	1731	17875	2.2	65	177.2	173.1	2.0	329.92	-3334.76	4739.91	1735.07	0.16	16.82	0.0	0.7593052595	0.0	-69.0
242	1	22164	2019-10-22 15:45:29	41.8	26.06	62.24	64.44	95.74	1777	1726	17875	2.2	65	177.7	172.6	2.0	328.61	-3347.9	4742.53	1712.72	0.16	16.82	0.0	0.7593052595	0.0	-69.0
243	1	22165	2019-10-22 15:45:34	41.8	26.06	62.71	64.76	99.19	1784	1725	17875	2.2	65	178.4	172.5	2.0	320.72	-3337.39	4735.96	1721.92	0.16	16.82	0.0	0.7593052595	0.0	-69.0
244	1	22166	2019-10-22 15:45:39	41.7	26.06	63.29	64.39	102.93	1784	1725	17875	2.2	65	178.4	172.5	2.0	337.81	-3338.7	4734.65	1703.52	0.16	16.82	0.0	0.7593052595	0.0	-69.0
245	1	22167	2019-10-22 15:45:44	41.7	26.0	63.56	63.92	107.92	1785	1721	17875	2.2	65	178.5	172.1	2.0	322.04	-3332.13	4732.02	1707.47	0.16	16.82	0.0	0.7593052595	0.0	-69.0
246	1	22168	2019-10-22 15:45:49	41.8	26.0	64.23	64.76	111.61	1785	1721	17875	2.2	65	178.5	172.1	2.0	323.35	-3342.64	4734.65	1708.78	0.16	16.82	0.0	0.7593052595	0.0	-69.0
247	1	22169	2019-10-22 15:45:54	41.7	26.0	64.6	64.49	113.71	1785	1720	17875	2.2	65	178.5	172.0	2.0	320.72	-3357.1	4738.59	1717.98	0.16	16.82	0.0	0.7593052595	0.0	-69.0
248	1	22170	2019-10-22 15:45:59	41.6	26.06	64.87	64.07	117.11	1785	1720	17875	2.2	65	178.5	172.0	2.0	325.98	-3347.9	4729.39	1720.61	0.16	16.82	0.0	0.7593052595	0.0	-69.0
249	1	22171	2019-10-22 15:46:04	41.8	26.06	65.0	64.6	120.67	1786	1722	17875	2.2	65	178.6	172.2	2.0	327.29	-3351.85	4726.76	1703.52	0.16	16.82	0.0	0.7593052595	0.0	-69.0
250	1	22172	2019-10-22 15:46:09	41.7	26.06	65.42	64.07	124.13	1786	1722	17875	2.2	65	178.6	172.2	2.0	324.66	-3343.96	4724.13	1704.83	0.16	16.82	0.0	0.7593052595	0.0	-69.0
251	1	22173	2019-10-22 15:46:14	41.8	26.06	66.04	64.1	125.98	1784	1725	17875	2.2	65	178.4	172.5	2.0	335.18	-3346.59	4728.08	1716.67	0.16	16.82	0.0	0.7593052595	0.0	-69.0
252	1	22174	2019-10-22 15:46:19	41.7	26.06	66.32	64.37	128.14	1783	1733	17875	2.2	65	178.3	173.3	2.0	331.24	-3341.33	4725.45	1715.36	0.16	16.82	0.0	0.7593052595	0.0	-69.0
253	1	22175	2019-10-22 15:46:24	41.7	26.06	66.37	64.44	129.91	1783	1733	17875	2.2	65	178.3	173.3	2.0	328.61	-3342.64	4737.28	1723.25	0.16	16.82	0.0	0.7593052595	0.0	-69.0
254	1	22176	2019-10-22 15:46:29	41.9	26.06	66.84	65.07	131.46	1781	1740	17875	2.2	65	178.1	174.0	2.0	320.72	-3355.79	4718.87	1683.8	0.16	16.82	0.0	0.7593052595	0.0	-69.0
255	1	22177	2019-10-22 15:46:34	41.6	26.06	67.1	65.04	133.07	1781	1740	17875	2.2	65	178.1	174.0	2.0	341.75	-3343.96	4716.25	1710.1	0.16	16.82	0.0	0.7593052595	0.0	-69.0
256	1	22178	2019-10-22 15:46:39	41.8	26.06	67.21	64.9	134.71	1779	1751	17875	2.2	65	177.9	175.1	2.0	337.81	-3347.9	4732.02	1721.93	0.16	16.82	0.0	0.7593052595	0.0	-69.0
257	1	22179	2019-10-22 15:46:44	41.7	26.06	67.35	64.21	135.64	1779	1751	17875	2.2	65	177.9	175.1	2.0	322.04	-3346.59	4734.65	1724.56	0.16	16.82	0.0	0.7593052595	0.0	-69.0
258	1	22180	2019-10-22 15:46:49	41.6	26.06	67.67	64.46	136.42	1777	1761	17875	2.2	65	177.7	176.1	2.0	335.18	-3341.33	3251.95	218.19	0.16	16.82	0.0	0.7593052595	0.0	-69.0
259	1	22181	2019-10-22 15:46:55	41.7	26.0	67.85	65.14	136.82	1777	1761	17875	2.2	65	177.7	176.1	2.0	339.12	-3354.47	3253.26	237.91	0.16	16.82	0.0	0.7593052595	0.0	-69.0
260	1	22182	2019-10-22 15:47:00	41.7	26.0	68.35	64.72	137.67	1773	1771	17875	2.2	65	177.3	177.1	2.0	324.66	-3362.36	3250.63	214.25	0.16	16.82	0.0	0.7593052595	0.0	-69.0
261	1	22183	2019-10-22 15:47:05	41.7	26.0	68.42	64.65	138.59	1770	1781	17875	2.2	65	177.0	178.1	2.0	331.24	-3364.99	3248.0	214.25	0.16	16.82	0.0	0.7593052595	0.0	-69.0
262	1	22184	2019-10-22 15:47:10	41.9	26.0	68.82	64.76	139.5	1770	1781	17875	2.2	65	177.0	178.1	2.0	323.35	-3362.36	3245.37	214.25	0.16	16.82	0.0	0.7593052595	0.0	-69.0
263	1	22185	2019-10-22 15:47:15	41.9	26.0	69.0	65.04	139.79	1768	1789	17875	2.2	65	176.8	178.9	2.0	311.52	-3345.27	3253.26	219.51	0.16	16.82	0.0	0.7593052595	0.0	-69.0
264	1	22186	2019-10-22 15:47:20	41.8	26.0	69.21	65.39	139.99	1768	1789	17875	2.2	65	176.8	178.9	2.0	314.15	-3355.79	3246.69	205.05	0.16	16.82	0.0	0.7593052595	0.0	-69.0
265	1	22187	2019-10-22 15:47:25	41.9	25.93	69.51	65.05	140.21	1766	1793	17875	2.2	65	176.6	179.3	2.0	322.04	-3358.42	3248.0	211.62	0.16	16.82	0.0	0.7593052595	0.0	-69.0
266	1	22188	2019-10-22 15:47:30	41.8	25.93	69.74	64.79	141.17	1766	1793	17875	2.2	65	176.6	179.3	2.0	324.66	-3350.53	3244.06	218.19	0.16	16.82	0.0	0.7593052595	0.0	-69.0
267	1	22189	2019-10-22 15:47:35	41.9	25.93	70.1	64.85	141.83	1764	1797	17875	2.2	65	176.4	179.7	2.0	337.81	-3351.85	3244.06	230.02	0.16	16.82	0.0	0.7593052595	0.0	-69.0
268	1	22190	2019-10-22 15:47:40	41.9	25.93	70.4	64.99	141.52	1759	1796	17875	2.2	65	175.9	179.6	2.0	341.75	-3351.85	3262.46	252.36	0.16	16.82	0.0	0.7593052595	0.0	-69.0
269	1	22191	2019-10-22 15:47:45	42.0	25.87	70.73	64.88	141.32	1759	1796	17875	2.2	65	175.9	179.6	2.0	328.61	-3343.96	3266.41	251.06	0.16	16.82	0.0	0.7593052595	0.0	-69.0
270	1	22192	2019-10-22 15:47:50	42.0	25.87	71.06	64.85	141.94	1759	1798	17875	2.2	65	175.9	179.8	2.0	333.87	-3346.59	3255.89	243.17	0.16	16.82	0.0	0.7593052595	0.0	-69.0
271	1	22193	2019-10-22 15:47:55	41.9	25.87	71.96	64.18	142.78	1759	1798	17875	2.2	65	175.9	179.8	2.0	310.21	-3357.1	3259.83	212.94	0.16	16.82	0.0	0.7593052595	0.0	-69.0
272	1	22194	2019-10-22 15:48:00	41.9	25.87	72.57	63.83	142.71	1754	1796	17875	2.2	65	175.4	179.6	2.0	333.87	-3354.47	3262.46	231.34	0.16	16.82	0.0	0.7593052595	0.0	-69.0
273	1	22195	2019-10-22 15:48:05	42.0	25.87	72.75	63.25	142.25	1754	1796	17875	2.2	65	175.4	179.6	2.0	325.98	-3351.85	3251.95	226.08	0.16	16.82	0.0	0.7593052595	0.0	-69.0
274	1	22196	2019-10-22 15:48:10	41.9	25.81	73.22	62.81	141.72	1753	1796	17875	2.2	65	175.3	179.6	2.0	324.66	-3357.1	3258.52	226.08	0.16	16.82	0.0	0.7593052595	0.0	-69.0
275	1	22197	2019-10-22 15:48:15	41.9	25.81	73.62	62.67	141.25	1753	1796	17875	2.2	65	175.3	179.6	2.0	329.92	-3347.9	3259.83	231.34	0.16	16.82	0.0	0.7593052595	0.0	-69.0
276	1	22198	2019-10-22 15:48:20	41.9	25.81	73.74	62.38	142.22	1750	1793	17875	2.2	65	175.0	179.3	2.0	318.09	-3358.42	3272.98	235.28	0.16	16.82	0.0	0.7593052595	0.0	-69.0
277	1	22199	2019-10-22 15:48:25	42.0	25.81	73.87	61.87	142.89	1748	1793	17875	2.2	65	174.8	179.3	2.0	332.55	-3349.22	3266.41	249.74	0.16	16.82	0.0	0.7593052595	0.0	-69.0
278	1	22200	2019-10-22 15:48:30	42.0	25.81	74.12	61.64	143.1	1748	1793	17875	2.2	65	174.8	179.3	2.0	325.98	-3362.36	3254.58	232.66	0.16	16.82	0.0	0.7593052595	0.0	-69.0
279	1	22201	2019-10-22 15:48:35	41.9	25.81	74.65	61.92	142.75	1745	1791	17875	2.2	65	174.5	179.1	2.0	336.49	-3354.47	3270.35	252.37	0.16	16.82	0.0	0.7593052595	0.0	-69.0
280	1	22202	2019-10-22 15:48:40	42.0	25.81	73.33	61.57	142.2	1745	1791	17875	2.2	65	174.5	179.1	2.0	336.49	-3374.19	3265.09	227.39	0.16	16.82	0.0	0.7593052595	0.0	-69.0
281	1	22203	2019-10-22 15:48:46	42.1	25.81	71.67	61.32	142.34	1742	1787	17875	2.2	65	174.2	178.7	2.0	337.81	-3347.9	3282.18	272.09	0.16	16.82	0.0	0.7593052595	0.0	-69.0
282	1	22204	2019-10-22 15:48:51	42.0	25.81	69.86	60.83	143.22	1742	1787	17875	2.2	65	174.2	178.7	2.0	335.18	-3368.93	3272.98	239.23	0.16	16.82	0.0	0.7593052595	0.0	-69.0
283	1	22205	2019-10-22 15:48:56	41.9	25.81	70.03	60.17	142.91	1738	1783	17875	2.2	65	173.8	178.3	2.0	331.24	-3362.36	3272.98	241.86	0.16	16.82	0.0	0.7593052595	0.0	-69.0
284	1	22206	2019-10-22 15:49:01	41.9	25.81	69.04	60.39	142.11	1738	1783	17875	2.2	65	173.8	178.3	2.0	328.61	-3368.93	3274.29	247.12	0.16	16.82	0.0	0.7593052595	0.0	-69.0
285	1	22207	2019-10-22 15:49:06	41.9	25.81	69.76	60.71	141.76	1737	1782	17875	2.2	65	173.7	178.2	2.0	337.81	-3361.05	3292.7	269.46	0.16	16.82	0.0	0.7593052595	0.0	-69.0
286	1	22208	2019-10-22 15:49:11	42.0	25.81	69.4	60.78	142.01	1733	1778	17875	2.2	65	173.3	177.8	2.0	340.44	-3367.62	3282.18	232.65	0.16	16.82	0.0	0.7593052595	0.0	-69.0
287	1	22209	2019-10-22 15:49:16	42.0	25.81	69.93	60.85	143.18	1733	1778	17875	2.2	65	173.3	177.8	2.0	331.24	-3364.99	3275.61	244.49	0.16	16.82	0.0	0.7593052595	0.0	-69.0
288	1	22210	2019-10-22 15:49:21	41.9	25.81	70.05	60.57	143.26	1730	1776	17875	2.2	65	173.0	177.6	2.0	335.18	-3359.73	3276.92	252.37	0.16	16.82	0.0	0.7593052595	0.0	-69.0
289	1	22211	2019-10-22 15:49:26	42.0	25.81	69.75	60.5	142.91	1730	1776	17875	2.2	65	173.0	177.6	2.0	311.52	-6305.42	3224.34	-2777.45	0.16	16.82	0.0	0.7593052595	0.0	-69.0
449	2	22371	2019-10-22 16:02:53	41.8	26.25	33.32	96.13	133.55	1755	1766	17875	4.0	65	175.5	176.6	2.0	686.14	-3509.58	3021.92	248.43	1.62	19.2	3.4	3.13930526	0.0	-14.0
450	2	22372	2019-10-22 16:02:58	41.8	26.25	35.62	89.5	134.96	1755	1766	17875	4.0	65	175.5	176.6	2.0	595.44	-3485.92	3146.79	256.31	1.62	19.2	3.4	3.13930526	0.0	-14.0
451	2	22373	2019-10-22 16:03:03	41.9	26.25	38.76	84.67	132.98	1750	1761	17875	4.0	65	175.0	176.1	2.0	495.54	-3437.28	3200.68	258.94	1.62	19.2	3.4	3.13930526	0.0	-14.0
452	2	22374	2019-10-22 16:03:08	42.0	26.25	42.65	80.67	131.8	1750	1761	17875	4.0	65	175.0	176.1	2.0	369.36	-3380.76	3246.69	253.68	1.62	19.2	3.4	3.13930526	0.0	-14.0
453	2	22375	2019-10-22 16:03:13	41.9	26.25	44.75	77.09	131.89	1747	1759	17875	4.0	65	174.7	175.9	2.0	314.15	-3368.93	3282.18	227.4	1.62	19.2	3.4	3.13930526	0.0	-14.0
454	2	22376	2019-10-22 16:03:18	41.9	26.25	46.1	74.85	132.09	1744	1757	17875	4.0	65	174.4	175.7	2.0	337.81	-3361.05	3283.49	237.9	1.62	19.2	3.4	3.13930526	0.0	-14.0
455	2	22377	2019-10-22 16:03:23	42.0	26.25	48.58	73.2	133.42	1744	1757	17875	4.0	65	174.4	175.7	2.0	320.72	-3366.3	3282.18	236.6	1.62	19.2	3.4	3.13930526	0.0	-14.0
456	2	22378	2019-10-22 16:03:29	41.9	26.18	50.08	71.95	134.85	1740	1753	17875	4.0	65	174.0	175.3	2.0	336.49	-3379.45	3284.81	251.06	1.62	19.2	3.4	3.13930526	0.0	-14.0
457	2	22379	2019-10-22 16:03:34	41.9	26.18	51.28	68.42	134.91	1740	1753	17875	4.0	65	174.0	175.3	2.0	335.18	-3375.51	3279.55	239.22	1.62	19.2	3.4	3.13930526	0.0	-14.0
458	2	22380	2019-10-22 16:03:39	41.9	26.18	52.42	64.9	135.8	1737	1751	17875	4.0	65	173.7	175.1	2.0	341.75	-3362.36	3292.7	272.09	1.62	19.2	3.4	3.13930526	0.0	-14.0
459	2	22381	2019-10-22 16:03:44	41.9	26.18	53.82	62.85	137.38	1737	1751	17875	4.0	65	173.7	175.1	2.0	357.53	-3371.56	3287.44	253.68	1.62	19.2	3.4	3.13930526	0.0	-14.0
460	2	22382	2019-10-22 16:03:49	41.9	26.18	55.04	60.76	132.96	1731	1748	17875	4.0	65	173.1	174.8	2.0	349.64	-3367.62	3278.24	247.11	1.62	19.2	3.4	3.13930526	0.0	-14.0
461	2	22383	2019-10-22 16:03:54	41.9	26.18	56.81	59.07	116.83	1731	1748	17875	4.0	65	173.1	174.8	2.0	324.66	-6315.93	3232.23	-2798.47	1.62	19.2	3.4	3.13930526	0.0	-14.0
462	2	22384	2019-10-22 16:03:59	41.8	26.18	58.02	57.4	106.68	1725	1744	17875	4.0	65	172.5	174.4	2.0	323.35	-6325.13	3250.63	-2799.79	1.62	19.2	3.4	3.13930526	0.0	-14.0
463	2	22385	2019-10-22 16:04:04	41.9	26.18	58.81	56.09	101.28	1718	1738	17875	4.0	65	171.8	173.8	2.0	310.21	-6294.9	3219.09	-2765.6	1.62	19.2	3.4	3.13930526	0.0	-14.0
464	2	22386	2019-10-22 16:04:09	41.9	26.18	59.35	55.17	97.37	1718	1738	17875	4.0	65	171.8	173.8	2.0	302.32	-6305.42	3211.2	-2769.55	1.62	19.2	3.4	3.13930526	0.0	-14.0
465	2	22387	2019-10-22 16:04:14	42.0	26.18	60.15	54.3	95.92	1711	1731	17875	4.0	65	171.1	173.1	2.0	311.52	-6305.42	3220.4	-2773.5	1.62	19.2	3.4	3.13930526	0.0	-14.0
466	2	22388	2019-10-22 16:04:19	41.9	26.18	60.8	53.64	95.21	1711	1731	17875	4.0	65	171.1	173.1	2.0	316.78	-6302.79	4734.65	-1227.7	1.62	19.2	3.4	3.13930526	0.0	-14.0
467	2	22389	2019-10-22 16:04:24	41.9	26.18	61.33	53.0	89.71	1707	1726	17875	4.0	65	170.7	172.6	2.0	319.41	-6300.16	4713.62	-1267.13	1.62	19.2	3.4	3.13930526	0.0	-14.0
468	2	22390	2019-10-22 16:04:29	42.0	26.18	61.91	52.82	85.74	1707	1726	17875	4.0	65	170.7	172.6	2.0	314.15	-6289.64	4721.5	-1265.83	1.62	19.2	3.4	3.13930526	0.0	-14.0
469	2	22391	2019-10-22 16:04:34	41.9	26.18	62.47	52.6	83.21	1706	1722	17875	4.0	65	170.6	172.2	2.0	320.72	-6305.42	4717.56	-1267.14	1.62	19.2	3.4	3.13930526	0.0	-14.0
470	2	22392	2019-10-22 16:04:39	42.0	26.18	63.6	52.42	80.75	1706	1722	17875	4.0	65	170.6	172.2	2.0	302.32	-6285.7	4732.02	-1251.36	1.62	19.2	3.4	3.13930526	0.0	-14.0
471	2	22393	2019-10-22 16:04:44	42.0	26.18	64.43	52.14	79.28	1703	1716	17875	4.0	65	170.3	171.6	2.0	325.98	-6293.59	4720.19	-1247.42	1.62	19.2	3.4	3.13930526	0.0	-14.0
472	2	22394	2019-10-22 16:04:49	41.9	26.18	65.07	52.01	78.07	1704	1713	17875	4.0	65	170.4	171.3	2.0	315.46	-6280.44	4713.62	-1271.07	1.62	19.2	3.4	3.13930526	0.0	-14.0
473	2	22395	2019-10-22 16:04:54	42.0	26.18	65.62	52.13	76.3	1704	1713	17875	4.0	65	170.4	171.3	2.0	318.09	-6259.41	4708.36	-1232.96	1.62	19.2	3.4	3.13930526	0.0	-14.0
474	2	22396	2019-10-22 16:04:59	42.0	26.18	66.28	52.69	75.17	1706	1713	17875	4.0	65	170.6	171.3	2.0	333.87	-6285.7	4717.56	-1243.48	1.62	19.2	3.4	3.13930526	0.0	-14.0
475	2	22397	2019-10-22 16:05:04	42.0	26.18	66.64	52.98	76.02	1706	1713	17875	4.0	65	170.6	171.3	2.0	329.92	-6285.7	4710.99	-1244.79	1.62	19.2	3.4	3.13930526	0.0	-14.0
476	2	22398	2019-10-22 16:05:09	41.9	26.18	64.88	53.0	75.39	1711	1716	17875	4.0	65	171.1	171.6	2.0	315.46	-6277.81	4721.5	-1240.85	1.62	19.2	3.4	3.13930526	0.0	-14.0
477	2	22399	2019-10-22 16:05:15	41.9	26.18	64.32	53.14	74.04	1711	1716	17875	4.0	65	171.1	171.6	2.0	299.69	-6288.33	4722.82	-1265.82	1.62	19.2	3.4	3.13930526	0.0	-14.0
478	2	22400	2019-10-22 16:05:20	41.9	26.12	64.2	53.39	73.05	1716	1720	17875	4.0	65	171.6	172.0	2.0	325.98	-6293.59	4726.76	-1240.85	1.62	19.2	3.4	3.13930526	0.0	-14.0
479	2	22401	2019-10-22 16:05:25	42.0	26.12	64.63	53.61	73.05	1722	1727	17875	4.0	65	172.2	172.7	2.0	320.72	-6283.07	4713.62	-1248.73	1.62	19.2	3.4	3.13930526	0.0	-14.0
480	2	22402	2019-10-22 16:05:30	41.9	26.12	64.75	53.39	71.6	1722	1727	17875	4.0	65	172.2	172.7	2.0	315.46	-6280.44	4709.67	-1255.31	1.62	19.2	3.4	3.13930526	0.0	-14.0
481	2	22403	2019-10-22 16:05:35	41.9	26.12	63.16	54.03	71.36	1730	1735	17875	4.0	65	173.0	173.5	2.0	328.61	-6267.3	4691.27	-1247.42	1.62	19.2	3.4	3.13930526	0.0	-14.0
482	2	22404	2019-10-22 16:05:40	42.0	26.18	61.74	54.09	72.16	1730	1735	17875	4.0	65	173.0	173.5	2.0	310.21	-6258.1	4701.79	-1246.1	1.62	19.2	3.4	3.13930526	0.0	-14.0
483	2	22405	2019-10-22 16:05:45	41.9	26.18	61.83	54.14	73.78	1736	1744	17875	4.0	65	173.6	174.4	2.0	314.15	-6285.7	4730.7	-1240.85	1.62	19.2	3.4	3.13930526	0.0	-14.0
484	2	22406	2019-10-22 16:05:50	41.9	26.18	62.92	54.18	73.07	1736	1744	17875	4.0	65	173.6	174.4	2.0	319.41	-6293.59	4705.73	-1268.45	1.62	19.2	3.4	3.13930526	0.0	-14.0
485	2	22407	2019-10-22 16:05:55	42.0	26.18	63.78	53.98	75.35	1744	1753	17875	4.0	65	174.4	175.3	2.0	320.72	-6301.47	4705.73	-1269.76	1.62	19.2	3.4	3.13930526	0.0	-14.0
486	2	22408	2019-10-22 16:06:00	41.8	26.18	64.23	54.14	73.48	1744	1753	17875	4.0	65	174.4	175.3	2.0	314.15	-6279.13	4708.36	-1240.84	1.62	19.2	3.4	3.13930526	0.0	-14.0
487	2	22409	2019-10-22 16:06:05	41.9	26.18	64.78	54.32	72.6	1751	1763	17875	4.0	65	175.1	176.3	2.0	316.78	-6288.33	3213.83	-2757.72	1.62	19.2	3.4	3.13930526	0.0	-14.0
488	2	22410	2019-10-22 16:06:10	42.0	26.18	65.37	54.21	70.81	1757	1772	17875	4.0	65	175.7	177.2	2.0	323.35	-6290.96	3220.4	-2747.21	1.62	19.2	3.4	3.13930526	0.0	-14.0
489	2	22411	2019-10-22 16:06:15	42.0	26.18	66.0	54.46	71.18	1757	1772	17875	4.0	65	175.7	177.2	2.0	333.87	-3380.76	3266.41	219.52	1.62	19.2	3.4	3.13930526	0.0	-14.0
490	2	22412	2019-10-22 16:06:20	42.0	26.12	66.51	54.6	72.18	1767	1782	17875	4.0	65	176.7	178.2	2.0	332.55	-3374.19	3282.18	240.54	1.62	19.2	3.4	3.13930526	0.0	-14.0
491	2	22413	2019-10-22 16:06:25	41.9	26.12	67.21	54.46	72.46	1767	1782	17875	4.0	65	176.7	178.2	2.0	322.04	-3383.39	3283.49	222.14	1.62	19.2	3.4	3.13930526	0.0	-14.0
